timestamp,weekday,Voltage (V),Current (A),Power (PA) - Watts (W),Frequency - Hertz (Hz),Active Energy - kilowatts per hour (KWh),Power factor - Adimentional,ESP32 temperature - Centigrade Degrees (°C),CPU consumption - Percentage (%),CPU power consumption - Percentage (%),CPU temperature - Centigrade Degrees (°C),GPU consumption - Percentage (%),GPU power consumption - Percentage (%),GPU temperature - Centigrade Degrees (°C),RAM memory consumption - Percentage (%),RAM memory power consumption - Percentage (%),temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2021-06-10 02:23:00,4.0,119.94107,1.07768,117.5,59.97679,81.91268,0.90839,33.93893,8.15125,38.85375,33.85714,0.28571,35.0,14.20964,31.30339,11.09804,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:24:00,4.0,119.94386,1.07947,117.88947,59.98947,81.92,0.91053,33.89965,8.31632,38.91263,34.14035,0.33333,35.0,14.15123,31.28579,10.97158,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:25:00,4.0,119.93036,1.08214,117.8,59.95536,81.92,0.90714,33.88982,8.45125,38.97143,34.78571,0.23214,35.0,13.97286,31.28304,11.5775,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:26:00,4.0,119.91579,1.08842,118.80351,59.96842,81.92,0.90965,33.88982,8.46912,39.01912,34.84211,0.2807,35.0,14.04596,31.36772,11.98561,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:27:00,4.0,119.94107,1.07839,117.72679,59.98929,81.92,0.91036,33.92911,8.58696,39.07018,34.35714,0.32143,35.0,14.01179,31.38893,10.89679,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:28:00,4.0,119.92456,1.08105,117.84211,59.96667,81.92211,0.9086,33.90895,8.3393,39.10439,34.2807,0.21053,35.0,14.00561,31.33,11.16526,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:29:00,4.0,119.91964,1.08768,118.75714,59.97321,81.93,0.91054,33.86,8.59464,39.14,34.66071,0.23214,35.0,14.03768,31.36661,11.52625,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:30:00,4.0,119.91404,1.0786,117.34035,59.94035,81.93,0.90772,33.88982,8.04632,39.16807,33.24561,0.26316,35.0,14.01263,31.35246,10.28123,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:31:00,4.0,119.91786,1.08179,117.98929,59.94643,81.93,0.90929,33.87,8.23964,39.18536,33.83929,0.23214,35.0,14.03018,31.34536,10.85429,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:32:00,4.0,119.94211,1.08421,118.19649,59.98246,81.93,0.90912,33.88,8.07509,39.20842,34.2807,0.31579,35.0,14.02912,31.35316,11.57719,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:33:00,4.0,119.90714,1.08161,117.96964,59.9375,81.93,0.90911,33.85982,8.18143,39.23393,33.98214,0.23214,35.0,14.04732,31.34571,11.08571,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:34:00,4.0,119.94561,1.07614,117.40702,59.99474,81.93579,0.90877,33.87035,8.11211,39.2586,33.75439,0.31579,35.0,14.04982,31.33298,11.25421,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:35:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:36:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:37:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:38:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:39:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:40:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:41:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:42:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:43:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:44:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:45:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:46:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:47:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:48:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:49:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:50:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:51:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:52:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:53:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:54:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:55:00,4.0,119.925,1.0815,118.0325,59.955,81.94,0.909,33.876,8.33,39.27675,34.2,0.225,34.95,14.01325,31.334,11.22875,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:56:00,4.0,119.84643,1.2225,134.84107,59.9875,81.98,0.91946,33.88982,15.41911,38.71661,42.60714,0.23214,35.10714,15.87625,30.29839,13.63893,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:57:00,4.0,119.85789,1.22333,135.0193,59.96491,81.98,0.92035,33.88,16.4907,40.41667,44.45614,0.0,35.0,14.05807,30.31491,14.38211,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:58:00,4.0,119.84286,1.22554,135.25357,59.975,81.985,0.92,33.90964,16.77857,41.51232,45.23214,0.0,35.0,14.12768,30.22464,13.76804,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 02:59:00,4.0,119.83509,1.22456,135.1807,59.95614,81.99,0.92,33.89965,16.22842,42.34193,44.12281,0.0,35.0,14.06175,30.22316,14.09912,25.0,20.0,74.0,0.0,,220.0,22.3,,1014.0,,3.0
2021-06-10 03:00:00,4.0,119.87321,1.225,135.27679,59.99821,81.99,0.92089,33.88982,16.51018,42.91518,44.73214,0.0,35.0,14.06464,30.18589,13.75821,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:01:00,4.0,119.87544,1.22474,135.12281,59.99649,81.99,0.92018,33.89965,16.33193,43.4014,44.01754,0.03509,35.0,14.1393,30.36509,14.32456,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:02:00,4.0,119.83036,1.22536,135.15714,59.94286,81.99071,0.92,33.87964,16.39625,43.75464,43.60714,0.0,35.0,14.12804,30.22018,14.01857,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:03:00,4.0,119.86491,1.22561,135.25614,59.9807,82.0,0.92,33.89947,16.46825,44.06351,44.26316,0.0,35.0,14.0807,30.23386,14.13982,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:04:00,4.0,119.83036,1.22321,134.99286,59.88929,82.0,0.92071,33.86982,16.43821,44.34607,43.98214,0.0,35.0,14.00982,30.20018,14.15429,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:05:00,4.0,119.87321,1.18839,130.83036,59.97143,82.0,0.91768,33.88964,14.86518,44.55839,41.67857,0.0,35.0,14.08036,30.175,13.51536,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:06:00,4.0,119.94561,1.09123,118.94386,59.99123,82.0,0.90807,33.90912,7.78947,44.53684,34.17544,0.0,35.0,14.17702,30.11158,11.37298,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:07:00,4.0,119.94821,1.08714,118.2375,59.99464,82.0,0.90643,33.88982,7.77054,44.35268,34.125,0.0,35.0,14.33696,30.10107,11.565,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:08:00,4.0,119.9,1.09404,119.29298,59.93333,82.0086,0.90947,33.90912,7.73193,44.12544,34.15789,0.0,35.0,14.16351,30.0807,11.85912,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:09:00,4.0,119.93214,1.09054,118.69821,59.98036,82.01,0.90839,33.84982,7.82661,43.89482,34.30357,0.0,35.0,14.13839,30.09732,12.00804,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:10:00,4.0,119.95439,1.08175,117.62982,59.99649,82.01,0.90649,33.88982,7.83263,43.67263,34.22807,0.0,35.0,14.20404,30.09596,11.62,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:11:00,4.0,119.88214,1.14018,124.81607,59.90893,82.01,0.91232,33.90964,11.13268,43.47643,37.78571,0.0,35.0,14.17286,30.25714,12.90536,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:12:00,4.0,119.92632,1.10175,120.06667,59.99474,82.01,0.90807,33.88018,8.81895,43.3614,35.19298,0.0,35.0,14.20386,30.29175,11.58912,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:13:00,4.0,119.92679,1.08893,118.44286,59.98036,82.01857,0.90732,33.88964,7.88875,43.205,34.39286,0.0,35.0,14.16161,30.25179,11.98018,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:14:00,4.0,119.925,1.08571,118.03214,59.97857,82.02,0.90696,33.90964,7.59214,43.04946,34.03571,0.03571,35.0,14.20911,30.19911,11.65054,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:15:00,4.0,119.93333,1.08509,117.93158,59.9614,82.02,0.90667,33.87982,7.94912,42.89719,34.91228,0.0,35.0,14.20912,30.21368,12.32105,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:16:00,4.0,119.91607,1.08875,118.46607,59.94286,82.02,0.90804,33.86,7.70429,42.76018,34.26786,0.03571,35.0,14.23714,30.20411,11.58018,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:17:00,4.0,119.92281,1.07877,117.16842,59.94912,82.02316,0.90596,33.90895,7.87263,42.63351,34.40351,0.0,35.0,14.28474,30.19439,11.69298,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:18:00,4.0,119.94286,1.085,117.98571,59.99643,82.03,0.90696,33.89946,7.91982,42.51768,34.625,0.0,35.0,14.18429,30.22554,12.18482,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:19:00,4.0,119.94211,1.08404,117.89825,59.97018,82.03,0.90632,33.87965,7.90035,42.40719,34.54386,0.0,34.96491,14.20439,30.19912,11.89526,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:20:00,4.0,119.93036,1.08393,117.94107,59.95893,82.03,0.90607,33.88,7.9825,42.30964,34.94643,0.0,35.0,14.20464,30.22482,12.44625,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:21:00,4.0,119.9193,1.08965,118.65614,59.9614,82.03,0.90807,33.9093,7.74807,42.21474,34.10526,0.0,35.0,14.22088,30.22982,11.53789,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:22:00,4.0,119.95,1.08071,117.83929,59.98036,82.03232,0.90821,33.93911,7.73071,42.12429,34.41071,0.0,35.0,14.20679,30.16821,12.09679,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:23:00,4.0,119.90536,1.10821,120.84107,59.95893,82.04,0.90964,33.94875,7.96018,42.04036,34.625,0.0,35.07143,15.52036,30.19625,12.33268,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:24:00,4.0,119.94035,1.08737,118.40877,59.99123,82.04,0.90789,33.88965,7.7407,41.96,34.36842,0.0,35.0,14.05316,30.19474,12.12263,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:25:00,4.0,119.95179,1.08804,118.53571,59.99821,82.04,0.90875,33.91911,7.87089,41.88946,34.85714,0.0,35.0,14.14179,30.16446,12.46411,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:26:00,4.0,119.94211,1.09246,118.97895,59.97895,82.04,0.90877,33.91877,7.84211,41.8207,34.54386,0.0,35.0,14.17947,30.16193,12.05404,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:27:00,4.0,119.94464,1.08714,118.17321,59.9875,82.04,0.90696,33.91964,7.87786,41.75339,34.67857,0.0,35.0,14.20679,30.21071,12.47161,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:28:00,4.0,119.9193,1.08333,117.97544,59.94035,82.04649,0.90842,33.94807,7.76895,41.68982,34.4386,0.03509,35.0,14.15877,30.17526,12.13193,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:29:00,4.0,119.92857,1.09304,119.06607,59.97679,82.05,0.90839,33.91911,8.01911,41.63196,35.0,0.0,35.0,14.04804,30.21714,12.415,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:30:00,4.0,119.92632,1.08316,117.77193,59.96667,82.05,0.90649,33.91895,7.73754,41.57965,34.64912,0.03509,35.0,14.16789,30.21649,12.59018,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:31:00,4.0,119.92321,1.08036,117.36786,59.96964,82.05,0.90643,33.89964,7.75143,41.53304,34.57143,0.0,35.0,14.19089,30.18768,12.3425,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:32:00,4.0,119.91228,1.08649,118.31228,59.95789,82.05123,0.90754,33.88,7.75351,41.49211,34.33333,0.0,35.0,14.2,30.2007,12.06123,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:33:00,4.0,119.94821,1.08464,117.8,59.98393,82.06,0.90518,33.90946,7.86839,41.44982,35.03571,0.0,35.0,14.11482,30.18732,12.47643,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:34:00,4.0,119.94821,1.08179,117.5625,59.975,82.06,0.90625,33.88964,7.75446,41.40857,34.625,0.0,35.0,14.12286,30.16946,12.13393,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:35:00,4.0,119.90351,1.08719,118.30702,59.95439,82.06,0.90737,33.83088,7.82895,41.36912,34.68421,0.0,35.0,14.16228,30.19702,11.98789,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:36:00,4.0,119.91786,1.07964,117.34464,59.91429,82.06,0.90571,33.91964,7.84286,41.33393,34.64286,0.0,35.0,14.21821,30.18179,12.14589,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:37:00,4.0,119.93333,1.08404,117.81404,59.98947,82.06053,0.90684,33.89947,7.80561,41.2993,34.68421,0.0,35.0,14.26772,30.17895,12.30684,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:38:00,4.0,119.9125,1.08857,118.37143,59.925,82.07,0.90679,33.86,7.93607,41.26411,34.875,0.0,35.0,14.13429,30.20607,12.23464,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:39:00,4.0,119.9386,1.08246,117.54211,59.9807,82.07,0.90596,33.88,7.70965,41.2314,34.70175,0.0,35.0,14.19211,30.18491,12.18947,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:40:00,4.0,119.91071,1.08232,117.74643,59.95536,82.07,0.90714,33.88,7.64625,41.19732,34.10714,0.0,34.96429,14.235,30.19286,11.60625,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:41:00,4.0,119.94737,1.0886,118.36316,59.99825,82.07,0.90667,33.8993,7.82912,41.16526,34.87719,0.0,35.0,14.31965,30.21789,12.29474,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:42:00,4.0,119.90714,1.07768,117.15357,59.9375,82.07,0.90589,33.88,7.94696,41.13536,34.80357,0.0,35.0,14.31732,30.18089,12.21214,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:43:00,4.0,119.94737,1.08789,118.63158,59.98421,82.07439,0.90895,33.87035,7.66895,41.10509,34.2807,0.0,35.0,14.18123,30.18561,11.77895,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:44:00,4.0,119.94107,1.09054,118.77321,59.98393,82.08,0.90821,33.86964,7.88964,41.07714,35.17857,0.0,35.0,14.21839,30.20857,12.61036,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:45:00,4.0,119.94464,1.08714,118.17321,59.98929,82.08,0.90607,33.89964,7.68696,41.04982,34.76786,0.03571,35.0,14.30411,30.18375,12.72268,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:46:00,4.0,119.93333,1.08035,117.34386,59.96667,82.08,0.90632,33.88965,7.72596,41.02298,34.45614,0.0,34.96491,14.35754,30.18965,12.09228,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:47:00,4.0,119.90357,1.09446,119.01607,59.9125,82.08,0.90768,33.91946,7.90518,40.99821,35.21429,0.03571,35.0,14.21518,30.21554,12.47821,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:48:00,4.0,119.9386,1.09105,118.69825,59.97895,82.08368,0.90772,33.9286,8.00912,40.97211,35.05263,0.0,35.0,14.23737,30.19018,12.18351,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:49:00,4.0,119.95179,1.08179,117.52857,59.98393,82.09,0.90607,33.89982,7.89,40.95054,34.91071,0.0,35.0,14.24857,30.19393,12.08929,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:50:00,4.0,119.92105,1.0914,119.03333,59.94737,82.09,0.90947,33.88982,7.65333,40.92895,34.64912,0.0,35.0,14.28228,30.22,12.28702,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2021-06-10 03:51:00,4.0,119.9375,1.08839,118.35536,59.97321,82.09,0.90714,33.83982,7.78107,40.90661,34.5,0.0,35.0,14.11571,30.19268,11.88,24.0,19.1,74.0,0.0,,210.0,20.5,,1014.0,,2.0
2
